MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50
,,,,,,,,,,,9A-570-320,9A-570-320 Abranet 2.75x30,,,,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Abranet,,9A-570-320,,,"Mirka Abrasives Inc, Abranet, Product, 9A-570-320",ABRANET PRODUCT 9A-570-320 9.0,"Abranet, 9A-570-320, Product, Amperage Rating: 9.0","Abranet, Product, Model 9A-570-320, Amperage Rating 9.0","Abranet, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,9.0,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",,,,Freud Inc (2435),Freud Inc,Diablo,,DBD090094101F,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Freud Inc, Diablo, Product, DBD090094101F",Diablo PRODUCT,"Diablo, DBD090094101F, Product, Application: Metal, Product Type: Disc","Diablo, Product, Model DBD090094101F, Application Metal, Product Type Disc","Diablo, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Diameter,,,Thickness,,,Arbor,,,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Freud Inc,Diablo,,DBDS12125A01F,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Freud Inc, Diablo, Product, DBDS12125A01F",Diablo PRODUCT,"Diablo, DBDS12125A01F, Product, Application: Metal, Performance Tier: Steel Demon, Product Type: Disc","Diablo, Product, Model DBDS12125A01F, Application Metal, Performance Tier Steel Demon, Product Type Disc","Diablo, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Diameter,,,Thickness,,,Arbor,,,Grit,,,Material,,,Max RPM,,,Application,Metal,,Performance Tier,Steel Demon,,Product Type,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Freud Inc,Diablo,,DBDS12125G01F,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Freud Inc, Diablo, Product, DBDS12125G01F",Diablo PRODUCT,"Diablo, DBDS12125G01F, Product, Application: Metal, Performance Tier: Speed Demon, Product Type: Disc","Diablo, Product, Model DBDS12125G01F, Application Metal, Performance Tier Speed Demon, Product Type Disc","Diablo, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Diameter,,,Thickness,,,Arbor,,,Grit,,,Material,,,Max RPM,,,Application,Metal,,Performance Tier,Speed Demon,,Product Type,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Freud Inc,Diablo,,DBDS14125A01F,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Freud Inc, Diablo, Product, DBDS14125A01F",Diablo PRODUCT,"Diablo, DBDS14125A01F, Product, Application: Metal, Performance Tier: Steel Demon, Product Type: Disc","Diablo, Product, Model DBDS14125A01F, Application Metal, Performance Tier Steel Demon, Product Type Disc","Diablo, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Diameter,,,Thickness,,,Arbor,,,Grit,,,Material,,,Max RPM,,,Application,Metal,,Performance Tier,Steel Demon,,Product Type,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DBDS14125G01F,"DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Freud Inc,Diablo,,DBDS14125G01F,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Freud Inc, Diablo, Product, DBDS14125G01F",Diablo PRODUCT,"Diablo, DBDS14125G01F, Product, Application: Metal, Performance Tier: Steel Demon, Product Type: Disc","Diablo, Product, Model DBDS14125G01F, Application Metal, Performance Tier Steel Demon, Product Type Disc","Diablo, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Diameter,,,Thickness,,,Arbor,,,Grit,,,Material,,,Max RPM,,,Application,Metal,,Performance Tier,Steel Demon,,Product Type,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0013,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0013",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0013, Cut-Off Disc, Diameter: 5, Thickness: 0.045, Arbor: 7/8, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0013, Diameter 5, Thickness 0.045, Arbor 7/8, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,5,in,Thickness,0.045,in,Arbor,7/8,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0029,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0029",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0029, Cut-Off Disc, Diameter: 0.5, Thickness: 0.125, Arbor: 5/8, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0029, Diameter 0.5, Thickness 0.125, Arbor 5/8, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,0.5,in,Thickness,0.125,in,Arbor,5/8,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0033,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0033",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0033, Cut-Off Disc, Diameter: 7, Thickness: 0.0625, Arbor: 7/8, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0033, Diameter 7, Thickness 0.0625, Arbor 7/8, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,7,in,Thickness,0.0625,in,Arbor,7/8,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0001,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0001",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0001, Cut-Off Disc, Diameter: 4, Thickness: 0.04, Arbor: 5/8, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0001, Diameter 4, Thickness 0.04, Arbor 5/8, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,4,in,Thickness,0.04,in,Arbor,5/8,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0039,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0039",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0039, Cut-Off Disc, Diameter: 7, Thickness: 0.125, Arbor: 5/8, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0039, Diameter 7, Thickness 0.125, Arbor 5/8, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,7,in,Thickness,0.125,in,Arbor,5/8,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0043,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0043",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0043, Cut-Off Disc, Diameter: 9, Thickness: 3/32, Arbor: 7/8, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0043, Diameter 9, Thickness 3/32, Arbor 7/8, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,9,in,Thickness,3/32,in,Arbor,7/8,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0048,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0048",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0048, Cut-Off Disc, Diameter: 12, Thickness: 7/64, Arbor: 1, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0048, Diameter 12, Thickness 7/64, Arbor 1, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,12,in,Thickness,7/64,in,Arbor,1,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0053,"49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0053,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0053",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0053, Cut-Off Disc, Diameter: 12, Thickness: 0.125, Arbor: 1, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0053, Diameter 12, Thickness 0.125, Arbor 1, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,12,in,Thickness,0.125,in,Arbor,1,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0058,"49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0058,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0058",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0058, Cut-Off Disc, Diameter: 12, Thickness: 0.125, Arbor: 20, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0058, Diameter 12, Thickness 0.125, Arbor 20, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,12,in,Thickness,0.125,in,Arbor,20,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0063,"49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0063,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0063",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0063, Cut-Off Disc, Diameter: 14, Thickness: 7/64, Arbor: 1, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0063, Diameter 14, Thickness 7/64, Arbor 1, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,14,in,Thickness,7/64,in,Arbor,1,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0068,"49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0068,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0068",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0068, Cut-Off Disc, Diameter: 14, Thickness: 0.125, Arbor: 20, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0068, Diameter 14, Thickness 0.125, Arbor 20, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,14,in,Thickness,0.125,in,Arbor,20,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0073,"49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0073,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0073",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0073, Cut-Off Disc, Diameter: 14, Thickness: 0.125, Arbor: 1, Application: Metal, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0073, Diameter 14, Thickness 0.125, Arbor 1, Application Metal, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,14,in,Thickness,0.125,in,Arbor,1,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,49-94-0101,"49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0101,,Tools & Workshop Equipment>Abrasives>Cut-Off Wheels,"Milwaukee Accessory, Milwaukee, Cut-Off Disc, 49-94-0101",Milwaukee CUT-OFF DISC,"Milwaukee, 49-94-0101, Cut-Off Disc, Diameter: 0.5, Thickness: 0.045, Arbor: 7/8, Quantity: 10, Application: Metal, Performance Tier: Performance+, Product Type: Cut-Off Disc","Milwaukee, Cut-Off Disc, Model 49-94-0101, Diameter 0.5, Thickness 0.045, Arbor 7/8, Quantity 10, Application Metal, Performance Tier Performance+, Product Type Cut-Off Disc","Milwaukee, Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,0.5,in,Thickness,0.045,in,Arbor,7/8,in,Grit,,,Material,,,Max RPM,,,Application,Metal,,Quantity,10,ea,Performance Tier,Performance+,,Product Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
